Folio,Cliente ,NumeroParte,Nombre ,PROYECTO,LARGO,ANCHO,ALTO,ECT,CORRUGADO,CODIGO,documento
1120041,ADIENT Metales,REJILLA 8 CAVIDADES,DIV1,-,111,60,0,4 mm,Coroplast,ESP-ADIM-041,https://drive.google.com/file/d/1eFrUj-6X9lOYwXigFbGeA4btxlaTBOcc/view?usp=sharing
1121042,ADIENT Metales,REJILLA 8 CAVIDADES,DIV2,-,104,60,0,4 mm,Coroplast,ESP-ADIM-042,https://drive.google.com/file/d/1TiDv7PVXKTFwtRxDYpxLyiMu_GypBdOr/view?usp=sharing
1120043,ADIENT Metales,REJILLA 10 CAV,DIV1,-,111,60,0,4 mm,Coroplast,ESP-ADIM-043,https://drive.google.com/file/d/1tvm6mn-XaGyHx5uG5g7K6eupa8qqFfoN/view?usp=sharing
1121044,ADIENT Metales,REJILLA 10 CAV,DIV2,-,104,60,0,4 mm,Coroplast,ESP-ADIM-044,https://drive.google.com/file/d/1eGjm3OBGmlxWjtj1fJ9ynowf9VvL_Gz3/view?usp=sharing
1120045,ADIENT Metales,REJILLA 12 CAVIDADES,DIV1,-,111,60,0,32,Sencillo,ESP-ADIM-045,https://drive.google.com/file/d/1zKamkG7i7Nk-pDfoqUbRs7gdg-EDYofP/view?usp=sharing
1121046,ADIENT Metales,REJILLA 12 CAVIDADES,DIV2,-,104,60,0,32,Sencillo,ESP-ADIM-046,https://drive.google.com/file/d/1YrlfPdba7ofYMP3tSZn-oHX01x4qT6r8/view?usp=sharing
1131047,ADIENT Metales,AVANZAR KIT,INSERTO,-,110,102,13.7,42,Doble,ESP-ADIM-047,https://drive.google.com/file/d/15wrfCpQn3h5BrNBFcpXE1xr0--ruRQuU/view?usp=sharing
1119048,ADIENT Metales,SEPARADOR COROPLAST 10 mm,SEPARADOR,-,110,105,0,10 mm,Coroplast,ESP-ADIM-048,https://drive.google.com/file/d/1PLZScQ4t8UOExyjrcxTVCvmjHA_WtV6F/view?usp=sharing
1119049,ADIENT Metales,SEPARADOR COROPLAST 10 mm,SEPARADOR,-,114,102,0,10 mm,Coroplast,ESP-ADIM-049,https://drive.google.com/file/d/1C21PW5g6i_XuEHyW_CXxbnpmXlLb2gpl/view?usp=sharing
1119050,ADIENT Metales,-,-,-,,,,-,-,ESP-ADIM-050,
1120058,ADIENT Metales,DS REJILLA 48 CAV,DIV1,-,112,58,0,32,Sencillo,ESP-ADIM-058,https://drive.google.com/file/d/1XdGC-5cgQvm16sfcbe0loh1Fv0blhpC5/view?usp=sharing
1121059,ADIENT Metales,DS REJILLA 48 CAV,DIV2,-,104,58,0,32,Sencillo,ESP-ADIM-059,https://drive.google.com/file/d/1UvjJe0qN69bJ1M-Cx3JC8GihGWF66Pwo/view?usp=sharing
1122060,ADIENT Metales,1433026,MANGA CON FALDON,BACK & CUSHION,121,113,57.5,ECT - 61,Doble,ESP-ADIM-060,https://drive.google.com/open?id=1rL2yjylPGN9P4MdfwlK-Ng_2t8OFnTij&usp=drive_fs
1123061,ADIENT Metales,REJILLAS CUSH,REJILLAS,CUSHION,120,56,40,42,Doble,ESP-ADIM-061,https://drive.google.com/open?id=1rOz3G-MDdnI5yjGF5OfunvFWvKph1kFT&usp=drive_fs
1124062,ADIENT Metales,1566015,TAPA TELESCOPICA,BACK & CUSHION,123.5,1115.5,9.5,42,Doble,ESP-ADIM-062,https://drive.google.com/open?id=1rVgPPcicz5Lkpz_RK9RAapedKfbo19Ct&usp=drive_fs
1125063,ADIENT Metales,SEPARADOR BACK,SEPARADOR,BACK,114,55,-,42,Doble,ESP-ADIM-063,https://drive.google.com/open?id=1rYwOqudJuBJk3sZI9FLqbdFLxOjgfnvB&usp=drive_fs
1126064,ADIENT Metales,FONDO BA&CU,FONDO,BACK & CUSHION,119,111,-,42,Doble,ESP-ADIM-064,https://drive.google.com/open?id=1ra908Iogr5BCXf9kn8_GvU42slnbtxJX&usp=drive_fs
11260641,ADIENT Metales,TARIMA BACK & CUSHION,TARIMA,BACK & CUSHION,48IN,45IN,-,-,-,ESP-ADIM-0644,https://drive.google.com/open?id=1rbSvsLSXu_qyhEyi_YvBTLBpgZe5aZLB&usp=drive_fs
1126066,ADIENT Metales,ESQ ARG-BRA,ESQUINERO,BRASIL/ARGENTINA,3in/7.6cm,3in/7.6cm,26.3in/67,-,-,ESP-ADIM-066,https://drive.google.com/open?id=1Dwfwq8iNEXyqbtCU9LBCQlLhgc3z78zk&usp=drive_fs
1220001,ADIENT Technotrim,Z-CHICA,DIV1,-,156.5,18,0,42,Doble,ESP-TT-001,https://drive.google.com/file/d/1_MSE3AI68t300-Z5NcwKn8C7FU21V_J5/view?usp=sharing
1220002,ADIENT Technotrim,AC-1,DIV1,-,160,13.7,0,42,Doble,ESP-TT-002,https://drive.google.com/file/d/1jXGmt6p4DFRNKoKK14sPuxuJq4zN4m4J/view?usp=sharing
1220003,ADIENT Technotrim,AC-2,DIV1,-,69,26,0,42,Doble,ESP-TT-003,https://drive.google.com/file/d/1WKiK1IZrZRykW0sEmiZttdgL0PMxQuOd/view?usp=sharing
1220004,ADIENT Technotrim,EN-17 RAN,DIV1,-,69,18,0,42,Doble,ESP-TT-004,https://drive.google.com/file/d/1edXh58yrhADdKHvMjHjvLd5XHgfCgfX0/view?usp=sharing
1220005,ADIENT Technotrim,EN-2,DIV1,-,69,13.7,0,42,Doble,ESP-TT-005,https://drive.google.com/file/d/1IpWHhayXGnA8Lyxn-8XVf3eHVZwr20-q/view?usp=sharing
1219006,ADIENT Technotrim,AC-4,SEPARADOR,-,110,20,0,42,Doble,ESP-TT-006,https://drive.google.com/file/d/18fM4xI7pHvZBi_TEWqwNO0WF3OSolRqO/view?usp=sharing
1220007,ADIENT Technotrim,ACC520 CABECERA,DIV1,-,27.5,41.4,0,32,Sencillo,ESP-TT-007,https://drive.google.com/file/d/1dlVIBqOZCawRsDvKnkKcG-nu3hz2yr3b/view?usp=sharing
1221008,ADIENT Technotrim,ACC520 CABECERA,DIV2,-,48.2,41.4,0,32,Sencillo,ESP-TT-008,https://drive.google.com/file/d/1LYfO4uxAFtL1TOLzTlyIVS9r3jL2_rni/view?usp=sharing
1213009,ADIENT Technotrim,CASA CHICA,INSERTO TROQ,-,51.5,31,41,4 mm,Coroplast,ESP-TT-009,https://drive.google.com/open?id=1gk4uFRMNPr5th0OU9wPBXiyqLSXl8iAU&usp=drive_fs
12130091,ADIENT Technotrim,CASA GRANDE ,INSERTO TROQ,-,61,40.7,41,4mm,Coroplast,ESP-TT-09_1,https://drive.google.com/open?id=18M5dHTvV7ajMFNSxExGXO6hK43xNgF2D&usp=drive_fs
1220010,ADIENT Technotrim,TESLA 100,DIV1,-,59,8.6,0,32m,32m Corrugado,ESP-TT-010,https://drive.google.com/file/d/1jfesvYUc3AxCyzAcQAHFtc9FCRz2L1f5/view?usp=sharing
1221011,ADIENT Technotrim,TESLA 100,DIV2,-,55.6,8.6,0,32m,32m Corrugado,ESP-TT-011,https://drive.google.com/file/d/1bSWtOzjqzRYf9RXdfdZoDKNbYg5Qxn6s/view?usp=sharing
1219012,ADIENT Technotrim,TESLA 100,SEPARADOR,-,59,55,0,32,Sencillo,ESP-TT-012,https://drive.google.com/file/d/1FQy-4XVDVE0YXeD-vcGodwv99288feX_/view?usp=sharing
1217013,ADIENT Technotrim,RT-SOLDADURA,MANGA CON FONDO ,-,121,113.5,68,42,Doble,ESP-TT-013,https://drive.google.com/file/d/1fwH64zUIMAQO4OrwQHIvf10-9KtLgTYM/view?usp=sharing
1220014,ADIENT Technotrim,AC-3 MOD,DIV1,AC-3 MODIFICADO,160,10,0,42,Doble,ESP-TT-014,https://drive.google.com/file/d/1hK_K0AIK95RIHFlFvDvRYPYHP8-yia-l/view?usp=sharing
1220015,ADIENT Technotrim,3RT,DIV1,3RT,112,18,0,42,Doble,ESP-TT-015,https://drive.google.com/file/d/1VTGgAoO59eW8HA-1qbU08EZQFzTXYnIg/view?usp=sharing
1221016,ADIENT Technotrim,3RT,DIV2,3RT,119,33,0,42,Doble,ESP-TT-016,https://drive.google.com/file/d/1xSu7Fjxnx8WFI0EbZa0FHnlY4CW-YsQj/view?usp=sharing
1220017,ADIENT Technotrim,2RT,DIV1,-,112,18,0,42,Doble,ESP-TT-017,https://drive.google.com/file/d/13Q3LcN1K35CCQgF0EpVqj2-Mg17hz9cd/view?usp=sharing
1221018,ADIENT Technotrim,2RT,DIV2,-,119,33,0,42,Doble,ESP-TT-018,https://drive.google.com/file/d/1Vj1nWGYF_tV0Ik1Ibt80GOGRxZejr2lM/view?usp=sharing
1220019,ADIENT Technotrim,WK-WK2-CENTRAL,DIV1,-,36,28,0,32,Sencillo,ESP-TT-019,https://drive.google.com/file/d/13KkRQOPph-c3igQHwj7633egttLmLlyq/view?usp=sharing
1221020,ADIENT Technotrim,WK-WK2-CENTRAL,DIV2,-,59,28,0,32,Sencillo,ESP-TT-020,https://drive.google.com/file/d/1uPrYWOaV2639vWbpah7HF-0Q53Sjmhoy/view?usp=sharing
1211021,ADIENT Technotrim,170266A,CAJA NORMAL,MOPAR,60.4,56.4,46.3,32,Sencillo,ESP-TT-021,https://drive.google.com/file/d/1ewJ4_PTYFbd3jlWZyuXVR_jTEin9Jrc6/view?usp=sharing
1211022,ADIENT Technotrim,WD/WK CODERA,CAJA CON FONDO ,-,60.5,27.5,39,32,Sencillo,ESP-TT-022,https://drive.google.com/file/d/12M64-wUXSTiPXJsVgx59yMiykdE68B7a/view?usp=sharing
1220023,ADIENT Technotrim,170267-170268,DIV1,-,46.5,59.5,0,32,Sencillo,ESP-TT-023,https://drive.google.com/file/d/1-dXebrwKNX0xNI2JjDy4BJlTwyEzcrjQ/view?usp=sharing
1221024,ADIENT Technotrim,170267-170266,DIV2,-,46.5,55.9,0,32,Sencillo,ESP-TT-024,https://drive.google.com/file/d/1mFWxuhRruVOEzzT7mRuNBBMghsDnY9pq/view?usp=sharing
1219025,ADIENT Technotrim,TESLA,SEPARADOR,TESLA 100,43,9,0,32,Sencillo,ESP-TT-025,https://drive.google.com/file/d/16oDF_jOhsMMv5FOt9TBnR6j9TYwxFyKB/view?usp=sharing
1219026,ADIENT Technotrim,C1UG,SEPARADOR,-,58,35,0,Cal 300,Papel,ESP-TT-026,https://drive.google.com/file/d/17zm0XRYlVfcyGOtXjC9eNrQdm6kHzn1a/view?usp=sharing
1220027,ADIENT Technotrim,Z-GRANDE ,DIV1,-,159.5,27,0,42,Doble,ESP-TT-027,https://drive.google.com/file/d/1vP_VVcbOFW4LNIZIbXltzImNH_ubLlHz/view?usp=sharing
1211028,ADIENT Technotrim,D2JC1-BEV2,CAJA CON FONDO ,-,41,33,35.5,32,Sencillo,ESP-TT-028,https://drive.google.com/file/d/1eBKOKV6dGPmj6qVQFortWqlxwCScd-YD/view?usp=sharing
1219029,ADIENT Technotrim,HR C520,SEPARADOR,-,41,27,0,32,Sencillo,ESP-TT-029,https://drive.google.com/file/d/1iVrHTNyImMkGKwxap5hVPFrk1Ulg237Y/view?usp=sharing
1216030,ADIENT Technotrim,COFFIN,MANGA NORMAL,COFFIN,162,69,58.5,ECT- 61+61,Cuadruple,ESP-TT-030,https://drive.google.com/open?id=17RMjU6uYQPQp5mIQyrH8H_VvIdmg6voM&usp=drive_fs
1211031,ADIENT Technotrim,C1UJG-C1UX,CAJA CON FONDO ,-,59.5,36.5,29.6,42,Doble,ESP-TT-031,https://drive.google.com/file/d/1DFYeaOsHWgk-NZ13IDVECgDXZCPOeCPX/view?usp=sharing
1214032,ADIENT Technotrim,MASTER,TAPA CON FONDO,-,124,116,10,42,Doble,ESP-TT-032,https://drive.google.com/file/d/1daRpxRG0uP6lMSsGB_RBQWVseifDdd1G/view?usp=sharing
1231033,ADIENT Technotrim,AVALON,INSERTO,-,24,16,69,32,Sencillo,ESP-TT-033,https://drive.google.com/file/d/1S4Wu6DPD8MlrEW8RhHpUdhvgdHfRDuJv/view?usp=sharing
1219034,ADIENT Technotrim,COFFIN,SEPARADOR,-,160,37,0,32,Sencillo,ESP-TT-034,https://drive.google.com/file/d/13rMOZKjyvYB7W6QtLjjZvJLACVn531-8/view?usp=sharing
1214035,ADIENT Technotrim,D2JC1-BEV2,TAPA TELESCÓPICA,-,104.5,104.5,10,32,Sencillo,ESP-TT-035,https://drive.google.com/file/d/1WGky6s4fTAvA5V82wl0PAzOIPmMJkSbt/view?usp=sharing
1220036,ADIENT Technotrim,LAM-2,DIV1,LAM-2,159,21.5,0,42,Doble,ESP-TT-036,https://drive.google.com/file/d/1Zr7LOIwAFiuz1CfsPDD2Xt2fPoRtTMG-/view?usp=sharing
1210037,ADIENT Technotrim,,,,,,,,,ESP-TT-037,Obsoleto
1220038,ADIENT Technotrim,,,,,,,,,ESP-TT-038,
1221039,ADIENT Technotrim,,,,,,,,,ESP-TT-039,
1222040,ADIENT Technotrim,,,,,,,,,ESP-TT-040,
1216041,ADIENT Technotrim,COFFIN COROPLAST,MANGA NORMAL,-,159.5,69.5,58,10 mm,Coroplast,ESP-TT-041,https://drive.google.com/file/d/1Pd-sn_whYvhMhgbewCMHCPMD4ZeHIUvb/view?usp=sharing
1210042,ADIENT Technotrim,TESLA 100,CAJA NORMAL,TESLA 100,60,56.5,28.8,51,Doble,ESP-TT-042,https://drive.google.com/file/d/1WKE0UMGxx_sgkpKu2bEbtF1nw7fe4KYG/view?usp=sharing
1210043,ADIENT Technotrim,,,,,,,,,ESP-TT-043,
1220044,ADIENT Technotrim,CODERA 111,DIV1,CODERA PILOT,111,10.5,0,42,Doble,ESP-TT-044,https://drive.google.com/file/d/1KtDlaR3yTEQLcqV7qmHYpTNufw9xe0GM/view?usp=sharing
12200444,ADIENT Technotrim,AR-2,DIV1,KIT CODERA PILOT,104,10.5,0,42,Doble,ESP-TT-044,https://drive.google.com/file/d/1hNQsUkYZVNOIq3fpXL6dK59kM5GqSPjF/view?usp=sharing
1220045,ADIENT Technotrim,CODERA 104,DIV1,CODERA PILOT,104,68,0,26,Sencillo,ESP-TT-045,https://drive.google.com/file/d/1THAr6I381zktn5k66CMZOZ9gGeexYCmB/view?usp=sharing
12200045,ADIENT Technotrim,AR-6,DIV1,KIT CODERA PILOT,111,68,0,26,Sencillo,ESP-TT-045,https://drive.google.com/file/d/1y82eF-XhgLQzAsIShPlRSSqMg26InVut/view?usp=sharing
1219046,ADIENT Technotrim,R1,SEPARADOR,KIT CODERA PILOT,104,68,0,42,Doble,ESP-TT-046,https://drive.google.com/file/d/1WNJa8RuEa2JGm-LMZBaknrMAya4CAG_u/view?usp=sharing
1219047,ADIENT Technotrim,R2,SEPARADOR,KIT CODERA PILOT,111,68,0,ECT - 61,Doble,ESP-TT-047,https://drive.google.com/file/d/1EMhaFUJeZsTt0ysE_4x1gc0Wp0zR4alq/view?usp=sharing
1219048,ADIENT Technotrim,AC2-SIN R,SEPARADOR,KIT CODERA PILOT,121.9,114.3,106,74,Triple,ESP-TT-048,https://drive.google.com/file/d/178koo1-5z4ZDtZwOjfnN5qapC7QO6Qa3/view?usp=sharing
1219049,ADIENT Technotrim,61BE-64,SEPARADOR,TESLA 100,119.6,104.5,0,42,Doble,ESP-TT-049,https://drive.google.com/file/d/1gCa2XBSdFGsLyTVj4LmeoqZXx2EnoT1v/view?usp=sharing
1217050,ADIENT Technotrim,POLARIS EXPANDIBLE,MANGA CON FALDON,POLARIS EXTENDIBLE,112,104.5,0,42,Doble,ESP-TT-050,https://drive.google.com/file/d/1zUx3y9v7bE8QHUFZ89KzOq2DWY9hUoT3/view?usp=sharing
1220051,ADIENT Technotrim,REGILLA 4 CAVIDADES,DIV1,POLARIS EXTENDIBLE,119,112,0,42,Doble,ESP-TT-051,https://drive.google.com/file/d/18z3nBas-vk2w6NBn1ryK6GCWL-eoVLMj/view?usp=sharing
1221052,ADIENT Technotrim,REJILLA 4 CAVIDADES,DIV2,POLARIS EXTENDIBLE,123.9,116.5,10.7,42,Doble,ESP-TT-052,https://drive.google.com/file/d/1dcYqyr8SvQOydA-rcxv3U6GnprnPmkx_/view?usp=sharing
1219053,ADIENT Technotrim,POLARIS EXPANDIBLE,SEPARADOR,POLARIS EXTENDIBLE,59,55.5,0,Cal 500,Papel,ESP-TT-053,https://drive.google.com/file/d/1orSPz4ffTyNVmFb9Yyt6wuywRwtlbqac/view?usp=sharing
1218054,ADIENT Technotrim,POLARIS EXPANDIBLE,TACÓN PEGADO,POLARIS EXTENDIBLE,56,26,0,Cal 500,Papel,ESP-TT-054,https://drive.google.com/file/d/11uMa5Dq_3lt30sJ5KM0EDiM21ITycvxs/view?usp=sharing
1214055,ADIENT Technotrim,POLARIS EXPANDIBLE,TAPA TELESCÓPICA,POLARIS EXTENDIBLE,59,26,0,Cal 500,Papel,ESP-TT-055,https://drive.google.com/file/d/1L3iQsEq3GA1LnO1N2-FSGTmeXoHF-b-m/view?usp=sharing
1219056,ADIENT Technotrim,44 X 59 TESLA,SEPARADOR,TESLA,59,44,0,Cal 500,Papel,ESP-TT-056,https://drive.google.com/file/d/1hojN17Qa8TIWldLB3Jj1DcAGiH4Mtk_D/view?usp=sharing
1219057,ADIENT Technotrim,55.5 X 59 TESLA ,SEPARADOR,SEP PAPEL TESLA,59,55.5,0,Cal 500,Papel,ESP-TT-057,https://drive.google.com/file/d/1C_UidM1FJ4fQQUTMS7AzfHLpIJ3PZNmo/view?usp=sharing
1219058,ADIENT Technotrim,26 X 56 TESLA,SEPARADOR,TESLA ,56,26,0,Cal 500,Papel,ESP-TT-058,https://drive.google.com/file/d/1VoXqz828OJyr7vpu9-pScF0Lqfhh8FdU/view?usp=sharing
1219059,ADIENT Technotrim,26 X 59 CM TESLA,SEPARADOR,TESLA,59,26,0,Cal 500,Papel,ESP-TT-059,https://drive.google.com/file/d/14BpQL2ZyAp_vZvoE9yiqkbiMrFaeLcwc/view?usp=sharing
1219060,ADIENT Technotrim,C1UG 53 X 58,SEPARADOR,C1UG,58,35,0,Cal 300,Papel,ESP-TT-060,https://drive.google.com/file/d/16OxHkeLlUUqlSm_Av4P74jqmuxQeeUvx/view?usp=sharing
1219061,ADIENT Technotrim,P42R,SEPARADOR,P42R,55.5,52,0,Cal 500,Papel,ESP-TT-061,https://drive.google.com/file/d/1tm7DBiLzq2DSLW2eXEisqIcIMHezeHLC/view?usp=sharing
1210062,ADIENT Technotrim,CUSHION 60%,CAJA NORMAL,POLARIS,107,79,38,42,Doble,ESP-TT-062,https://drive.google.com/file/d/1u-1rDmXevLNFAeq-Z2ta5o8Y4_mXvzs_/view?usp=sharing
1210063,ADIENT Technotrim,CUSHION 40%,CAJA NORMAL,POLARIS,107,56,38,42,Doble,ESP-TT-063,https://drive.google.com/file/d/1701g5lleLeZ0-na8ztuWTBtR_eWQQkdA/view?usp=sharing
1210064,ADIENT Technotrim,TOOTSIE ROLL,CAJA NORMAL,POLARIS,104,48,51,42,Doble,ESP-TT-064,https://drive.google.com/file/d/1S5zHXCRRm1fLXDwbioWFpxMvRkl6diJL/view?usp=sharing
1219065,ADIENT Technotrim,TOOTSIE ROLL V ,SEPARADOR,POLARIS,101.5,10,0,32,Sencillo,ESP-TT-065,https://drive.google.com/file/d/1ZbM7l-Qjf63Z9PyWaHlenN4RLkIdISzz/view?usp=sharing
1219066,ADIENT Technotrim,TOOTSIE ROLL H,SEPARADOR,POLARIS,101.5,46,0,32,Sencillo,ESP-TT-066,https://drive.google.com/file/d/1DBksbomxxoNUmbmyRm-5aEebX2PvJckZ/view?usp=sharing
1215067,ADIENT Technotrim,FULL BLACK,CAJA TRASLAPADA ,POLARIS,68.5,17.5,128,42,Doble,ESP-TT-067,https://drive.google.com/file/d/1i6XkxJct9WvY0JaK2VzEnAONQIcIo8ac/view?usp=sharing
1215068,ADIENT Technotrim,25 X 22 X 9.5 3D,CAJA NORMAL,3D,64,56.5,25,32,Sencillo,ESP-TT-068,https://drive.google.com/file/d/1rdZhdwVHwlCOq-zjjSYCPknc2l8YfMlJ/view?usp=sharing
1215071,ADIENT Technotrim,SP1,REJILLAS,-,113,22.7,-,42,Doble,ESP-TT-071,https://drive.google.com/open?id=1oi1x-mbDGlVY64gTKLPIadFOdPkkisXD&usp=drive_fs
1215072,ADIENT Technotrim,SP2,REJILLAS ,-,110.5,16.5,-,42,Doble,ESP-TT-072,https://drive.google.com/open?id=1p-oFlX4VG35Q3KPjdb5j7SN2IH-fBuFk&usp=drive_fs
1215073,ADIENT Technotrim,SP3,REJILLA,-,106.7,22.7,-,42,Doble,ESP-TT-073,https://drive.google.com/open?id=1p0AgPkSwjuto5tbLEJbmaKx-DGrxgO0c&usp=drive_fs
1215074,ADIENT Technotrim,SP4,REJILLAS,-,104.1,16.5,-,42,Doble,ESP-TT-074,https://drive.google.com/open?id=1p3ORX6CjAGTncdUFqABFzIu7IF5FW4FM&usp=drive_fs
1215077,ADIENT Technotrim,AR-2-4,REJILLAS,AR-2-4,111,10.5,-,42,Doble,ESP-TT-077,https://drive.google.com/open?id=101087Bo7ArfqJKCBlObuWNoiKGJ9_ULb&usp=drive_fs
1215078,ADIENT Technotrim,54 X 51.5,SEPARADOR,-,54,51.5,0,Cal 500,Papel,ESP-TT-078,https://drive.google.com/file/d/1wsMakYhxf2CqeU0Nx8obVwCNZnimn12p/view?usp=sharing
1215079,ADIENT Technotrim,15W,TAPA TELESCOPICA,COFFIN,165.5,72.5,13,51,Doble,ESP-TT-079,
1215080,ADIENT Technotrim,"PIEZA A, B, C",REJILLAS,FRONT BACK,160,67,17,4 mm,Coroplast,ESP-TT-080,https://drive.google.com/file/d/1EyLsh7A5l4zQZ3CfKR9TTQI41faZuvYh/view?usp=share_link
1215081,ADIENT Technotrim,"PIEZA A, B",REJILLAS,FORNT CUSHIN,160,67,17,4 mm,Coroplast,ESP-TT-081,https://drive.google.com/file/d/1_HkjlM04k_IS8lH-_X9evUhEky-SPF7d/view?usp=share_link
1215082,ADIENT Technotrim,SEPARADOR COFFIN,SEPARADOR,COFFIN,160,67.5,,4 mm,Coroplast,ESP-TT-082,https://drive.google.com/file/d/1ly3yrojt74ZnNc3WlZI3RXhrswDOBuOi/view?usp=share_link
1215083,ADIENT Technotrim,POLARIS COROPLAST,MANGA,POLARIS COROPLAST,159.5,69.5,58,4 mm,Coroplast,ESP-TT-083,https://drive.google.com/file/d/189u7xeP0C-hJyNgOrBK3Z2ZaQIzSyNzc/view?usp=share_link
1215084,ADIENT Technotrim,MA01,MANGA,CABECERAS,8,19,69,32,Sencillo,ESP-TT-084,https://drive.google.com/file/d/186BKCfA41IG_PHjU_GNr10ZYXhx5rxGh/view?usp=share_link
1215085,ADIENT Technotrim,127 X 114 X 80,MANGA CON FALDON,FULL BACK / 40% / 60%,128,115,80,51,Doble,ESP-TT-085,https://drive.google.com/file/d/1UDqHISQO4weH2d8mFuMvfnybSH9_q_GG/view?usp=share_link
1215086,ADIENT Technotrim,125 X 112,FONDO,FULL BACK / 40% / 60%,125,112,-,42,Doble,ESP-TT-086,https://drive.google.com/file/d/1XjhOIo0UZ91Ufd5bD94fkQ9QETGgyEY5/view?usp=share_link
1215087,ADIENT Technotrim,125 X 79,SEPARADOR,FULL BACK / 40% / 60%,125,79,-,32,Sencillo,ESP-TT-087,https://drive.google.com/file/d/1JHRUailsl9kCEusIAfyghfx2R2NzFNEL/view?usp=share_link
1215088,ADIENT Technotrim,7.5 X 7.5 X 80,ESQUINERO,FULL BACK / 40% / 60%,7.5,7.5,80,-,-,ESP-TT-088,https://drive.google.com/file/d/1Pl_WUD5EGzvVBLcsXKbnfrlWlTzMSbYV/view?usp=share_link
1215089,ADIENT Technotrim,129 X 116 X 12 ,TAPA TELESCOPICA,FULL BACK / 40% / 60%,125.5,116.5,12,32,Sencillo,ESP-TT-089,https://drive.google.com/file/d/1qAZ_neNAG4h-GNMzYS6yjydrwGxSz9r-/view?usp=share_link
1215090,ADIENT Technotrim,125 X 112 X 38.5,REJILLAS,PROY. 40%,125,112,38.5,32,Sencillo,ESP-TT-090,https://drive.google.com/file/d/1hYyoMyFl02ny-uXIUzADJ9JMFK0AzRtk/view?usp=share_link
1215093,ADIENT Technotrim,112 X 105 X 97,MANGA,POLARIS (SIN VENTANA),112.5,105,97,51,Doble,ESP-TT-093,https://drive.google.com/file/d/11UHRwS5pJhfxHZ8MSdYpkQbqF2QbGBC8/view?usp=drive_link
1215094,ADIENT Technotrim,110 X 103 X 95,REJILLAS,POLARIS (SIN VENTANA),110,103,95,42,Doble,ESP-TT-094,https://drive.google.com/file/d/11BMNypqdJ5eE4TofpzE4RJat53I30enQ/view?usp=drive_link
1215095,ADIENT Technotrim,115 X 108 X 10,TAPA TELESCOPICA,POLARIS (SIN VENTANA),115,108,10,42,Doble,ESP-TT-095,https://drive.google.com/file/d/11MrXOmrMjagf27MJhvlCHXOnWV7y2995/view?usp=drive_link
1215096,ADIENT Technotrim,104 X 11,SEPARADOR,POLARIS (SIN VENTANA),104,111,-,32,Sencillo,ESP-TT-096,https://drive.google.com/file/d/11Ll9x-q0F1em9oyOkzSefPMA2shyY-QR/view?usp=drive_link
1215097,ADIENT Technotrim,"3"" X 3"" X 95cm",ESQUINERO,POLARIS (SIN VENTANA),"3""","3""",95,-,-,ESP-TT-097,https://drive.google.com/file/d/11OuWGy0Mjmp5cgnZNl_3VMpZKzwnrWv7/view?usp=drive_link
1215098,ADIENT Technotrim,TARIMA,TARIMA,POLARIS (SIN VENTANA),"42""","45""",-,-,-,ESP-TT-098,https://drive.google.com/file/d/11TPg4lf5NeCJLNRK4drnB-zYs-oFUr8E/view?usp=drive_link
1215099,ADIENT Technotrim,POLARIS,MANGA,POLARIS,112.5,105,97,51,Doble,ESP-TT-099,https://drive.google.com/file/d/1iUFJkD1eJWc-9nWI6OcvEs_sg7DtXwat/view?usp=drive_link
1215100,ADIENT Technotrim,C2,REJILLA,PHANTOM ADMIRAL,127,39.5,-,42,Doble,ESP-TT-100,https://drive.google.com/open?id=1D0jUSXEW0TfdoMCQQNLQOEX8UM6Berzb&usp=drive_fs
1215101,ADIENT Technotrim,C6,REJILLA,PHANTOM ADMIRAL,113,39.5,-,42,Doble,ESP-TT-101,https://drive.google.com/open?id=1D3GH0qLM7JqkFteE6SRfaFHODYBrdFet&usp=drive_fs
1215102,ADIENT Technotrim,C1,SEPARADOR,PHANTOM ADMIRAL,127,111,-,42,Doble,ESP-TT-102,https://drive.google.com/open?id=1D5aITlL17sNzlJ_ub7Q8F3eBdBRPwGRs&usp=drive_fs
1215103,ADIENT Technotrim,AR T90,REJILLA,-,111,10.5,-,42,Doble,ESP-TT-103,https://drive.google.com/open?id=1CpV9tsyP0lGTGfzk_dpSN1w2koaHqM6m&usp=drive_fs
1215104,ADIENT Technotrim,THANOS 100/ TESLA 100 / CABECERA / 6 CAV,CAJA NORMAL,TMC-100,60.4,56.6,28.6,51,Doble,ESP-TT-104,https://drive.google.com/open?id=11cBo5ZPJ9Xh5yZdVd65CzyBly48z-r5f&usp=drive_fs
1215105,ADIENT Technotrim,THANOS 100/ TESLA 100 / CABECERA / 6 CAV,REJILLAS,TMC-100,59/60,56,13.2,32m,32m Corrugado,ESP-TT-105,https://drive.google.com/open?id=11g_DKpAs5ovkeJXpCd0J5dRc-aHEaXNl&usp=drive_fs
1215106,ADIENT Technotrim,THANOS 100/ TESLA 100 / CABECERA / 6 CAV,SEPARADOR,TMC-100,56,26,-,500gr,Papel,ESP-TT-106,https://drive.google.com/open?id=11hZjicQkoWZEb5sLTljYJ6cSDc61rxRA&usp=drive_fs
